,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
3631,0,Nigeria,9.082,8.6753,2/4/20,0.0,0.0,0.0
3632,0,North Macedonia,41.6086,21.7453,2/4/20,0.0,0.0,0.0
3633,0,Norway,60.472,8.4689,2/4/20,0.0,0.0,0.0
3634,0,Oman,21.0,57.0,2/4/20,0.0,0.0,0.0
3635,0,Pakistan,30.3753,69.3451,2/4/20,0.0,0.0,0.0
3636,0,Panama,8.538,-80.7821,2/4/20,0.0,0.0,0.0
3637,0,Papua New Guinea,-6.315,143.9555,2/4/20,0.0,0.0,0.0
3638,0,Paraguay,-23.4425,-58.4438,2/4/20,0.0,0.0,0.0
3639,0,Peru,-9.19,-75.0152,2/4/20,0.0,0.0,0.0
3640,0,Philippines,13.0,122.0,2/4/20,0.0,0.0,0.0
3641,0,Poland,51.9194,19.1451,2/4/20,0.0,0.0,0.0
3642,0,Portugal,39.3999,-8.2245,2/4/20,0.0,0.0,0.0
3643,0,Qatar,25.3548,51.1839,2/4/20,0.0,0.0,0.0
3644,0,Romania,45.9432,24.9668,2/4/20,0.0,0.0,0.0
3645,0,Russia,60.0,90.0,2/4/20,0.0,0.0,0.0
3646,0,Rwanda,-1.9403,29.8739,2/4/20,0.0,0.0,0.0
3647,0,Saint Lucia,13.9094,-60.9789,2/4/20,0.0,0.0,0.0
3648,0,Saint Vincent and the Grenadines,12.9843,-61.2872,2/4/20,0.0,0.0,0.0
3649,0,San Marino,43.9424,12.4578,2/4/20,0.0,0.0,0.0
3650,0,Saudi Arabia,24.0,45.0,2/4/20,0.0,0.0,0.0
3651,0,Senegal,14.4974,-14.4524,2/4/20,0.0,0.0,0.0
3652,0,Serbia,44.0165,21.0059,2/4/20,0.0,0.0,0.0
3653,0,Seychelles,-4.6796,55.492,2/4/20,0.0,0.0,0.0
3654,0,Singapore,1.2833,103.8333,2/4/20,6.0,0.0,0.0
3655,0,Slovakia,48.669,19.699,2/4/20,0.0,0.0,0.0
3656,0,Slovenia,46.1512,14.9955,2/4/20,0.0,0.0,0.0
3657,0,Somalia,5.1521,46.1996,2/4/20,0.0,0.0,0.0
3658,0,South Africa,-30.5595,22.9375,2/4/20,0.0,0.0,0.0
3659,0,Spain,40.0,-4.0,2/4/20,0.0,0.0,0.0
3660,0,Sri Lanka,7.0,81.0,2/4/20,0.0,0.0,0.0
3661,0,Sudan,12.8628,30.2176,2/4/20,0.0,0.0,0.0
3662,0,Suriname,3.9193,-56.0278,2/4/20,0.0,0.0,0.0
3663,0,Sweden,63.0,16.0,2/4/20,0.0,0.0,0.0
3664,0,Switzerland,46.8182,8.2275,2/4/20,0.0,0.0,0.0
3665,0,Taiwan*,23.7,121.0,2/4/20,1.0,0.0,0.0
3666,0,Tanzania,-6.369,34.8888,2/4/20,0.0,0.0,0.0
3667,0,Thailand,15.0,101.0,2/4/20,6.0,0.0,0.0
3668,0,Togo,8.6195,0.8248,2/4/20,0.0,0.0,0.0
3669,0,Trinidad and Tobago,10.6918,-61.2225,2/4/20,0.0,0.0,0.0
3670,0,Tunisia,34.0,9.0,2/4/20,0.0,0.0,0.0
3671,0,Turkey,38.9637,35.2433,2/4/20,0.0,0.0,0.0
3672,0,Uganda,1.0,32.0,2/4/20,0.0,0.0,0.0
3673,0,Ukraine,48.3794,31.1656,2/4/20,0.0,0.0,0.0
3674,0,United Arab Emirates,24.0,54.0,2/4/20,0.0,0.0,0.0
3675,Bermuda,United Kingdom,32.3078,-64.7505,2/4/20,0.0,0.0,0.0
3676,Cayman Islands,United Kingdom,19.3133,-81.2546,2/4/20,0.0,0.0,0.0
3677,Channel Islands,United Kingdom,49.3723,-2.3644,2/4/20,0.0,0.0,0.0
3678,Gibraltar,United Kingdom,36.1408,-5.3536,2/4/20,0.0,0.0,0.0
3679,Isle of Man,United Kingdom,54.2361,-4.5481,2/4/20,0.0,0.0,0.0
3680,Montserrat,United Kingdom,16.7425,-62.1874,2/4/20,0.0,0.0,0.0
3681,0,United Kingdom,55.3781,-3.4360000000000004,2/4/20,0.0,0.0,0.0
3682,0,Uruguay,-32.5228,-55.7658,2/4/20,0.0,0.0,0.0
3683,0,US,37.0902,-95.7129,2/4/20,0.0,0.0,0.0
3684,0,Uzbekistan,41.3775,64.5853,2/4/20,0.0,0.0,0.0
3685,0,Venezuela,6.4238,-66.5897,2/4/20,0.0,0.0,0.0
3686,0,Vietnam,16.0,108.0,2/4/20,0.0,0.0,0.0
3687,0,Zambia,-15.4167,28.2833,2/4/20,0.0,0.0,0.0
3688,0,Zimbabwe,-20.0,30.0,2/4/20,0.0,0.0,0.0
3689,Diamond Princess,Canada,0.0,0.0,2/4/20,0.0,0.0,0.0
3690,0,Dominica,15.415,-61.371,2/4/20,0.0,0.0,0.0
3691,0,Grenada,12.1165,-61.679,2/4/20,0.0,0.0,0.0
3692,0,Mozambique,-18.665695,35.529562,2/4/20,0.0,0.0,0.0
3693,0,Syria,34.802075,38.99681500000001,2/4/20,0.0,0.0,0.0
3694,0,Timor-Leste,-8.874217,125.727539,2/4/20,0.0,0.0,0.0
3695,0,Belize,13.1939,-59.5432,2/4/20,0.0,0.0,0.0
3696,0,Laos,19.85627,102.495496,2/4/20,0.0,0.0,0.0
3697,0,Libya,26.3351,17.228331,2/4/20,0.0,0.0,0.0
3698,0,West Bank and Gaza,31.9522,35.2332,2/4/20,0.0,0.0,0.0
3699,0,Guinea-Bissau,11.8037,-15.1804,2/4/20,0.0,0.0,0.0
3700,0,Mali,17.570692,-3.996166000000001,2/4/20,0.0,0.0,0.0
3701,0,Saint Kitts and Nevis,17.357822,-62.782998,2/4/20,0.0,0.0,0.0
3702,Northwest Territories,Canada,64.8255,-124.8457,2/4/20,0.0,0.0,0.0
3703,Yukon,Canada,64.2823,-135.0,2/4/20,0.0,0.0,0.0
3704,0,Kosovo,42.602636,20.902977,2/4/20,0.0,0.0,0.0
3705,0,Burma,21.9162,95.956,2/4/20,0.0,0.0,0.0
3706,Anguilla,United Kingdom,18.2206,-63.0686,2/4/20,0.0,0.0,0.0
3707,British Virgin Islands,United Kingdom,18.4207,-64.64,2/4/20,0.0,0.0,0.0
3708,Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,2/4/20,0.0,0.0,0.0
3709,0,MS Zaandam,0.0,0.0,2/4/20,0.0,0.0,0.0
3710,0,Botswana,-22.3285,24.6849,2/4/20,0.0,0.0,0.0
3711,0,Burundi,-3.3731,29.9189,2/4/20,0.0,0.0,0.0
3712,0,Sierra Leone,8.460555000000001,-11.779889,2/4/20,0.0,0.0,0.0
3713,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/4/20,0.0,0.0,0.0
3714,0,Malawi,-13.254307999999998,34.301525,2/4/20,0.0,0.0,0.0
3715,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/4/20,0.0,0.0,0.0
3716,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/4/20,0.0,0.0,0.0
3717,0,South Sudan,6.877000000000002,31.307,2/4/20,0.0,0.0,0.0
3718,0,Western Sahara,24.2155,-12.8858,2/4/20,0.0,0.0,0.0
3719,0,Sao Tome and Principe,0.18636,6.613081,2/4/20,0.0,0.0,0.0
3720,0,Yemen,15.552727,48.516388,2/4/20,0.0,0.0,0.0
3721,0,Comoros,-11.6455,43.3333,2/4/20,0.0,0.0,0.0
3722,0,Tajikistan,38.861034,71.276093,2/4/20,0.0,0.0,0.0
3723,0,Lesotho,-29.609988,28.233608,2/4/20,0.0,0.0,0.0
3724,0,Afghanistan,33.0,65.0,2/5/20,0.0,0.0,0.0
3725,0,Albania,41.1533,20.1683,2/5/20,0.0,0.0,0.0
3726,0,Algeria,28.0339,1.6596,2/5/20,0.0,0.0,0.0
3727,0,Andorra,42.5063,1.5218,2/5/20,0.0,0.0,0.0
3728,0,Angola,-11.2027,17.8739,2/5/20,0.0,0.0,0.0
3729,0,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0.0,0.0,0.0
3730,0,Argentina,-38.4161,-63.6167,2/5/20,0.0,0.0,0.0
3731,0,Armenia,40.0691,45.0382,2/5/20,0.0,0.0,0.0
3732,Australian Capital Territory,Australia,-35.4735,149.0124,2/5/20,0.0,0.0,0.0
3733,New South Wales,Australia,-33.8688,151.2093,2/5/20,0.0,0.0,0.0
3734,Northern Territory,Australia,-12.4634,130.8456,2/5/20,0.0,0.0,0.0
3735,Queensland,Australia,-28.0167,153.4,2/5/20,0.0,0.0,0.0
3736,South Australia,Australia,-34.9285,138.6007,2/5/20,0.0,0.0,0.0
3737,Tasmania,Australia,-41.4545,145.9707,2/5/20,0.0,0.0,0.0
3738,Victoria,Australia,-37.8136,144.9631,2/5/20,0.0,0.0,0.0
3739,Western Australia,Australia,-31.9505,115.8605,2/5/20,0.0,0.0,0.0
3740,0,Austria,47.5162,14.5501,2/5/20,0.0,0.0,0.0
3741,0,Azerbaijan,40.1431,47.5769,2/5/20,0.0,0.0,0.0
3742,0,Bahamas,25.0343,-77.3963,2/5/20,0.0,0.0,0.0
3743,0,Bahrain,26.0275,50.55,2/5/20,0.0,0.0,0.0
3744,0,Bangladesh,23.685,90.3563,2/5/20,0.0,0.0,0.0
3745,0,Barbados,13.1939,-59.5432,2/5/20,0.0,0.0,0.0
3746,0,Belarus,53.7098,27.9534,2/5/20,0.0,0.0,0.0
3747,0,Belgium,50.8333,4.0,2/5/20,0.0,0.0,0.0
3748,0,Benin,9.3077,2.3158,2/5/20,0.0,0.0,0.0
3749,0,Bhutan,27.5142,90.4336,2/5/20,0.0,0.0,0.0
3750,0,Bolivia,-16.2902,-63.5887,2/5/20,0.0,0.0,0.0
3751,0,Bosnia and Herzegovina,43.9159,17.6791,2/5/20,0.0,0.0,0.0
3752,0,Brazil,-14.235,-51.9253,2/5/20,0.0,0.0,0.0
3753,0,Brunei,4.5353,114.7277,2/5/20,0.0,0.0,0.0
3754,0,Bulgaria,42.7339,25.4858,2/5/20,0.0,0.0,0.0
3755,0,Burkina Faso,12.2383,-1.5616,2/5/20,0.0,0.0,0.0
3756,0,Cabo Verde,16.5388,-23.0418,2/5/20,0.0,0.0,0.0
3757,0,Cambodia,11.55,104.9167,2/5/20,0.0,0.0,0.0
3758,0,Cameroon,3.848,11.5021,2/5/20,0.0,0.0,0.0
3759,Alberta,Canada,53.9333,-116.5765,2/5/20,0.0,0.0,0.0
3760,British Columbia,Canada,49.2827,-123.1207,2/5/20,1.0,0.0,0.0
3761,Grand Princess,Canada,37.6489,-122.6655,2/5/20,0.0,0.0,0.0
3762,Manitoba,Canada,53.7609,-98.8139,2/5/20,0.0,0.0,0.0
3763,New Brunswick,Canada,46.5653,-66.4619,2/5/20,0.0,0.0,0.0
3764,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/5/20,0.0,0.0,0.0
3765,Nova Scotia,Canada,44.682,-63.7443,2/5/20,0.0,0.0,0.0
3766,Ontario,Canada,51.2538,-85.3232,2/5/20,0.0,0.0,0.0
3767,Prince Edward Island,Canada,46.5107,-63.4168,2/5/20,0.0,0.0,0.0
3768,Quebec,Canada,52.9399,-73.5491,2/5/20,0.0,0.0,0.0
3769,Saskatchewan,Canada,52.9399,-106.4509,2/5/20,0.0,0.0,0.0
3770,0,Central African Republic,6.6111,20.9394,2/5/20,0.0,0.0,0.0
3771,0,Chad,15.4542,18.7322,2/5/20,0.0,0.0,0.0
3772,0,Chile,-35.6751,-71.543,2/5/20,0.0,0.0,0.0
3773,Anhui,China,31.8257,117.2264,2/5/20,50.0,0.0,0.0
3774,Beijing,China,40.1824,116.4142,2/5/20,25.0,0.0,0.0
3775,Chongqing,China,30.0572,107.874,2/5/20,23.0,0.0,0.0
3776,Fujian,China,26.0789,117.9874,2/5/20,11.0,0.0,0.0
3777,Gansu,China,37.8099,101.0583,2/5/20,5.0,0.0,0.0
3778,Guangdong,China,23.3417,113.4244,2/5/20,82.0,0.0,0.0
3779,Guangxi,China,23.8298,108.7881,2/5/20,11.0,0.0,0.0
3780,Guizhou,China,26.8154,106.8748,2/5/20,6.0,1.0,0.0
3781,Hainan,China,19.1959,109.7453,2/5/20,19.0,0.0,0.0
3782,Hebei,China,39.549,116.1306,2/5/20,9.0,0.0,0.0
3783,Heilongjiang,China,47.862,127.7615,2/5/20,35.0,0.0,0.0
3784,Henan,China,33.882,113.614,2/5/20,89.0,0.0,0.0
3785,Hong Kong,China,22.3,114.2,2/5/20,4.0,0.0,0.0
3786,Hubei,China,30.9756,112.2707,2/5/20,2987.0,70.0,0.0
3787,Hunan,China,27.6104,111.7088,2/5/20,68.0,0.0,0.0
3788,Inner Mongolia,China,44.0935,113.9448,2/5/20,7.0,0.0,0.0
3789,Jiangsu,China,32.9711,119.455,2/5/20,33.0,0.0,0.0
3790,Jiangxi,China,27.614,115.7221,2/5/20,72.0,0.0,0.0
3791,Jilin,China,43.6661,126.1923,2/5/20,12.0,0.0,0.0
3792,Liaoning,China,41.2956,122.6085,2/5/20,8.0,0.0,0.0
3793,Macau,China,22.1667,113.55,2/5/20,0.0,0.0,0.0
3794,Ningxia,China,37.2692,106.1655,2/5/20,0.0,0.0,0.0
3795,Qinghai,China,35.7452,95.9956,2/5/20,2.0,0.0,0.0
3796,Shaanxi,China,35.1917,108.8701,2/5/20,23.0,0.0,0.0
3797,Shandong,China,36.3427,118.1498,2/5/20,32.0,0.0,0.0
3798,Shanghai,China,31.202,121.4491,2/5/20,24.0,0.0,0.0
3799,Shanxi,China,37.5777,112.2922,2/5/20,0.0,0.0,0.0
3800,Sichuan,China,30.6171,102.7103,2/5/20,19.0,0.0,0.0
3801,Tianjin,China,39.3054,117.323,2/5/20,2.0,1.0,0.0
3802,Tibet,China,31.6927,88.0924,2/5/20,0.0,0.0,0.0
3803,Xinjiang,China,41.1129,85.2401,2/5/20,3.0,0.0,0.0
3804,Yunnan,China,24.974,101.487,2/5/20,6.0,0.0,0.0
3805,Zhejiang,China,29.1832,120.0934,2/5/20,66.0,0.0,0.0
3806,0,Colombia,4.5709,-74.2973,2/5/20,0.0,0.0,0.0
3807,0,Congo (Brazzaville),-4.0383,21.7587,2/5/20,0.0,0.0,0.0
3808,0,Congo (Kinshasa),-4.0383,21.7587,2/5/20,0.0,0.0,0.0
3809,0,Costa Rica,9.7489,-83.7534,2/5/20,0.0,0.0,0.0
3810,0,Cote d'Ivoire,7.54,-5.5471,2/5/20,0.0,0.0,0.0
3811,0,Croatia,45.1,15.2,2/5/20,0.0,0.0,0.0
3812,0,Diamond Princess,0.0,0.0,2/5/20,0.0,0.0,0.0
3813,0,Cuba,22.0,-80.0,2/5/20,0.0,0.0,0.0
3814,0,Cyprus,35.1264,33.4299,2/5/20,0.0,0.0,0.0
3815,0,Czechia,49.8175,15.473,2/5/20,0.0,0.0,0.0
3816,Faroe Islands,Denmark,61.8926,-6.9118,2/5/20,0.0,0.0,0.0
3817,Greenland,Denmark,71.7069,-42.6043,2/5/20,0.0,0.0,0.0
3818,0,Denmark,56.2639,9.5018,2/5/20,0.0,0.0,0.0
3819,0,Djibouti,11.8251,42.5903,2/5/20,0.0,0.0,0.0
3820,0,Dominican Republic,18.7357,-70.1627,2/5/20,0.0,0.0,0.0
3821,0,Ecuador,-1.8312,-78.1834,2/5/20,0.0,0.0,0.0
3822,0,Egypt,26.0,30.0,2/5/20,0.0,0.0,0.0
3823,0,El Salvador,13.7942,-88.8965,2/5/20,0.0,0.0,0.0
3824,0,Equatorial Guinea,1.5,10.0,2/5/20,0.0,0.0,0.0
3825,0,Eritrea,15.1794,39.7823,2/5/20,0.0,0.0,0.0
3826,0,Estonia,58.5953,25.0136,2/5/20,0.0,0.0,0.0
3827,0,Eswatini,-26.5225,31.4659,2/5/20,0.0,0.0,0.0
3828,0,Ethiopia,9.145,40.4897,2/5/20,0.0,0.0,0.0
3829,0,Fiji,-17.7134,178.065,2/5/20,0.0,0.0,0.0
3830,0,Finland,64.0,26.0,2/5/20,0.0,0.0,0.0
3831,French Guiana,France,3.9339,-53.1258,2/5/20,0.0,0.0,0.0
3832,French Polynesia,France,-17.6797,149.4068,2/5/20,0.0,0.0,0.0
3833,Guadeloupe,France,16.25,-61.5833,2/5/20,0.0,0.0,0.0
3834,Mayotte,France,-12.8275,45.1662,2/5/20,0.0,0.0,0.0
3835,New Caledonia,France,-20.9043,165.618,2/5/20,0.0,0.0,11.0
3836,Reunion,France,-21.1351,55.2471,2/5/20,0.0,0.0,7.0
3837,Saint Barthelemy,France,17.9,-62.8333,2/5/20,0.0,0.0,9.0
3838,St Martin,France,18.0708,-63.0501,2/5/20,0.0,0.0,3.0
3839,Martinique,France,14.6415,-61.0242,2/5/20,0.0,0.0,0.0
3840,0,France,46.2276,2.2137,2/5/20,0.0,0.0,20.0
3841,0,Gabon,-0.8037,11.6094,2/5/20,0.0,0.0,1.0
3842,0,Gambia,13.4432,-15.3101,2/5/20,0.0,0.0,-3.0
3843,0,Georgia,42.3154,43.3569,2/5/20,0.0,0.0,3.0
3844,0,Germany,51.0,9.0,2/5/20,0.0,0.0,7.0
3845,0,Ghana,7.9465,-1.0232,2/5/20,0.0,0.0,1.0
3846,0,Greece,39.0742,21.8243,2/5/20,0.0,0.0,9.0
3847,0,Guatemala,15.7835,-90.2308,2/5/20,0.0,0.0,0.0
3848,0,Guinea,9.9456,-9.6966,2/5/20,0.0,0.0,184.0
3849,0,Guyana,5.0,-58.75,2/5/20,0.0,0.0,27.0
3850,0,Haiti,18.9712,-72.2852,2/5/20,0.0,0.0,1.0
3851,0,Holy See,41.9029,12.4534,2/5/20,0.0,0.0,11.0
3852,0,Honduras,15.2,-86.2419,2/5/20,0.0,0.0,10.0
3853,0,Hungary,47.1625,19.5033,2/5/20,0.0,0.0,2.0
3854,0,Iceland,64.9631,-19.0208,2/5/20,0.0,0.0,1.0
3855,0,India,21.0,78.0,2/5/20,0.0,0.0,1.0
3856,0,Indonesia,-0.7893,113.9213,2/5/20,0.0,0.0,0.0
3857,0,Iran,32.0,53.0,2/5/20,0.0,0.0,0.0
3858,0,Iraq,33.0,44.0,2/5/20,0.0,0.0,3.0
3859,0,Ireland,53.1424,-7.6921,2/5/20,0.0,0.0,12.0
3860,0,Israel,31.0,35.0,2/5/20,0.0,0.0,10.0
3861,0,Italy,43.0,12.0,2/5/20,0.0,0.0,7.0
3862,0,Jamaica,18.1096,-77.2975,2/5/20,0.0,0.0,7.0
3863,0,Japan,36.0,138.0,2/5/20,0.0,0.0,0.0
3864,0,Jordan,31.24,36.51,2/5/20,0.0,0.0,0.0
3865,0,Kazakhstan,48.0196,66.9237,2/5/20,0.0,0.0,0.0
3866,0,Kenya,-0.0236,37.9062,2/5/20,0.0,0.0,2.0
3867,0,"Korea, South",36.0,128.0,2/5/20,3.0,0.0,16.0
3868,0,Kuwait,29.5,47.75,2/5/20,0.0,0.0,0.0
3869,0,Kyrgyzstan,41.2044,74.7661,2/5/20,0.0,0.0,0.0
3870,0,Latvia,56.8796,24.6032,2/5/20,0.0,0.0,0.0
3871,0,Lebanon,33.8547,35.8623,2/5/20,0.0,0.0,0.0
3872,0,Liberia,6.4281,-9.4295,2/5/20,0.0,0.0,0.0
3873,0,Liechtenstein,47.14,9.55,2/5/20,0.0,0.0,0.0
3874,0,Lithuania,55.1694,23.8813,2/5/20,0.0,0.0,0.0
3875,0,Luxembourg,49.8153,6.1296,2/5/20,0.0,0.0,0.0
3876,0,Madagascar,-18.7669,46.8691,2/5/20,0.0,0.0,0.0
3877,0,Malaysia,2.5,112.5,2/5/20,2.0,0.0,0.0
3878,0,Maldives,3.2028,73.2207,2/5/20,0.0,0.0,0.0
3879,0,Malta,35.9375,14.3754,2/5/20,0.0,0.0,0.0
3880,0,Mauritania,21.0079,10.9408,2/5/20,0.0,0.0,0.0
3881,0,Mauritius,-20.2,57.5,2/5/20,0.0,0.0,0.0
3882,0,Mexico,23.6345,-102.5528,2/5/20,0.0,0.0,0.0
3883,0,Moldova,47.4116,28.3699,2/5/20,0.0,0.0,0.0
3884,0,Monaco,43.7333,7.4167,2/5/20,0.0,0.0,0.0
3885,0,Mongolia,46.8625,103.8467,2/5/20,0.0,0.0,0.0
3886,0,Montenegro,42.5,19.3,2/5/20,0.0,0.0,0.0
3887,0,Morocco,31.7917,-7.0926,2/5/20,0.0,0.0,0.0
3888,0,Namibia,-22.9576,18.4904,2/5/20,0.0,0.0,0.0
3889,0,Nepal,28.1667,84.25,2/5/20,0.0,0.0,0.0
3890,Aruba,Netherlands,12.5186,-70.0358,2/5/20,0.0,0.0,0.0
3891,Curacao,Netherlands,12.1696,-68.99,2/5/20,0.0,0.0,0.0
3892,Sint Maarten,Netherlands,18.0425,-63.0548,2/5/20,0.0,0.0,0.0
3893,0,Netherlands,52.1326,5.2913,2/5/20,0.0,0.0,0.0
3894,0,New Zealand,-40.9006,174.886,2/5/20,0.0,0.0,0.0
3895,0,Nicaragua,12.8654,-85.2072,2/5/20,0.0,0.0,0.0
3896,0,Niger,17.6078,8.0817,2/5/20,0.0,0.0,0.0
3897,0,Nigeria,9.082,8.6753,2/5/20,0.0,0.0,0.0
3898,0,North Macedonia,41.6086,21.7453,2/5/20,0.0,0.0,0.0
3899,0,Norway,60.472,8.4689,2/5/20,0.0,0.0,0.0
3900,0,Oman,21.0,57.0,2/5/20,0.0,0.0,0.0
3901,0,Pakistan,30.3753,69.3451,2/5/20,0.0,0.0,0.0
3902,0,Panama,8.538,-80.7821,2/5/20,0.0,0.0,0.0
3903,0,Papua New Guinea,-6.315,143.9555,2/5/20,0.0,0.0,0.0
3904,0,Paraguay,-23.4425,-58.4438,2/5/20,0.0,0.0,0.0
3905,0,Peru,-9.19,-75.0152,2/5/20,0.0,0.0,0.0
3906,0,Philippines,13.0,122.0,2/5/20,0.0,0.0,0.0
3907,0,Poland,51.9194,19.1451,2/5/20,0.0,0.0,0.0
3908,0,Portugal,39.3999,-8.2245,2/5/20,0.0,0.0,0.0
3909,0,Qatar,25.3548,51.1839,2/5/20,0.0,0.0,0.0
3910,0,Romania,45.9432,24.9668,2/5/20,0.0,0.0,0.0
3911,0,Russia,60.0,90.0,2/5/20,0.0,0.0,0.0
3912,0,Rwanda,-1.9403,29.8739,2/5/20,0.0,0.0,0.0
3913,0,Saint Lucia,13.9094,-60.9789,2/5/20,0.0,0.0,0.0
3914,0,Saint Vincent and the Grenadines,12.9843,-61.2872,2/5/20,0.0,0.0,0.0
3915,0,San Marino,43.9424,12.4578,2/5/20,0.0,0.0,0.0
3916,0,Saudi Arabia,24.0,45.0,2/5/20,0.0,0.0,0.0
3917,0,Senegal,14.4974,-14.4524,2/5/20,0.0,0.0,0.0
3918,0,Serbia,44.0165,21.0059,2/5/20,0.0,0.0,0.0
3919,0,Seychelles,-4.6796,55.492,2/5/20,0.0,0.0,0.0
3920,0,Singapore,1.2833,103.8333,2/5/20,4.0,0.0,0.0
3921,0,Slovakia,48.669,19.699,2/5/20,0.0,0.0,0.0
3922,0,Slovenia,46.1512,14.9955,2/5/20,0.0,0.0,0.0
3923,0,Somalia,5.1521,46.1996,2/5/20,0.0,0.0,0.0
3924,0,South Africa,-30.5595,22.9375,2/5/20,0.0,0.0,0.0
3925,0,Spain,40.0,-4.0,2/5/20,0.0,0.0,0.0
3926,0,Sri Lanka,7.0,81.0,2/5/20,0.0,0.0,0.0
3927,0,Sudan,12.8628,30.2176,2/5/20,0.0,0.0,0.0
3928,0,Suriname,3.9193,-56.0278,2/5/20,0.0,0.0,0.0
3929,0,Sweden,63.0,16.0,2/5/20,0.0,0.0,0.0
3930,0,Switzerland,46.8182,8.2275,2/5/20,0.0,0.0,0.0
3931,0,Taiwan*,23.7,121.0,2/5/20,0.0,0.0,0.0
3932,0,Tanzania,-6.369,34.8888,2/5/20,0.0,0.0,0.0
3933,0,Thailand,15.0,101.0,2/5/20,0.0,0.0,0.0
3934,0,Togo,8.6195,0.8248,2/5/20,0.0,0.0,0.0
3935,0,Trinidad and Tobago,10.6918,-61.2225,2/5/20,0.0,0.0,0.0
3936,0,Tunisia,34.0,9.0,2/5/20,0.0,0.0,0.0
3937,0,Turkey,38.9637,35.2433,2/5/20,0.0,0.0,0.0
3938,0,Uganda,1.0,32.0,2/5/20,0.0,0.0,0.0
3939,0,Ukraine,48.3794,31.1656,2/5/20,0.0,0.0,0.0
3940,0,United Arab Emirates,24.0,54.0,2/5/20,0.0,0.0,0.0
3941,Bermuda,United Kingdom,32.3078,-64.7505,2/5/20,0.0,0.0,0.0
3942,Cayman Islands,United Kingdom,19.3133,-81.2546,2/5/20,0.0,0.0,0.0
3943,Channel Islands,United Kingdom,49.3723,-2.3644,2/5/20,0.0,0.0,0.0
3944,Gibraltar,United Kingdom,36.1408,-5.3536,2/5/20,0.0,0.0,0.0
3945,Isle of Man,United Kingdom,54.2361,-4.5481,2/5/20,0.0,0.0,0.0
3946,Montserrat,United Kingdom,16.7425,-62.1874,2/5/20,0.0,0.0,0.0
3947,0,United Kingdom,55.3781,-3.4360000000000004,2/5/20,0.0,0.0,0.0
3948,0,Uruguay,-32.5228,-55.7658,2/5/20,0.0,0.0,0.0
3949,0,US,37.0902,-95.7129,2/5/20,0.0,0.0,0.0
3950,0,Uzbekistan,41.3775,64.5853,2/5/20,0.0,0.0,0.0
3951,0,Venezuela,6.4238,-66.5897,2/5/20,0.0,0.0,0.0
3952,0,Vietnam,16.0,108.0,2/5/20,0.0,0.0,0.0
3953,0,Zambia,-15.4167,28.2833,2/5/20,0.0,0.0,0.0
3954,0,Zimbabwe,-20.0,30.0,2/5/20,0.0,0.0,0.0
3955,Diamond Princess,Canada,0.0,0.0,2/5/20,0.0,0.0,0.0
3956,0,Dominica,15.415,-61.371,2/5/20,0.0,0.0,0.0
3957,0,Grenada,12.1165,-61.679,2/5/20,0.0,0.0,0.0
3958,0,Mozambique,-18.665695,35.529562,2/5/20,0.0,0.0,0.0
3959,0,Syria,34.802075,38.99681500000001,2/5/20,0.0,0.0,0.0
3960,0,Timor-Leste,-8.874217,125.727539,2/5/20,0.0,0.0,0.0
3961,0,Belize,13.1939,-59.5432,2/5/20,0.0,0.0,0.0
3962,0,Laos,19.85627,102.495496,2/5/20,0.0,0.0,0.0
3963,0,Libya,26.3351,17.228331,2/5/20,0.0,0.0,0.0
3964,0,West Bank and Gaza,31.9522,35.2332,2/5/20,0.0,0.0,0.0
3965,0,Guinea-Bissau,11.8037,-15.1804,2/5/20,0.0,0.0,0.0
3966,0,Mali,17.570692,-3.996166000000001,2/5/20,0.0,0.0,0.0
3967,0,Saint Kitts and Nevis,17.357822,-62.782998,2/5/20,0.0,0.0,0.0
3968,Northwest Territories,Canada,64.8255,-124.8457,2/5/20,0.0,0.0,0.0
3969,Yukon,Canada,64.2823,-135.0,2/5/20,0.0,0.0,0.0
3970,0,Kosovo,42.602636,20.902977,2/5/20,0.0,0.0,0.0
3971,0,Burma,21.9162,95.956,2/5/20,0.0,0.0,0.0
3972,Anguilla,United Kingdom,18.2206,-63.0686,2/5/20,0.0,0.0,0.0
3973,British Virgin Islands,United Kingdom,18.4207,-64.64,2/5/20,0.0,0.0,0.0
3974,Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,2/5/20,0.0,0.0,0.0
3975,0,MS Zaandam,0.0,0.0,2/5/20,0.0,0.0,0.0
3976,0,Botswana,-22.3285,24.6849,2/5/20,0.0,0.0,0.0
3977,0,Burundi,-3.3731,29.9189,2/5/20,0.0,0.0,0.0
3978,0,Sierra Leone,8.460555000000001,-11.779889,2/5/20,0.0,0.0,0.0
3979,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/5/20,0.0,0.0,0.0
3980,0,Malawi,-13.254307999999998,34.301525,2/5/20,0.0,0.0,0.0
